segment,anomaly,train,channel,sampling,duration,len,mean,var,std,kurtosis,skew,n_peaks,smooth10_n_peaks,smooth20_n_peaks,diff_peaks,diff2_peaks,diff_var,diff2_var,gaps_squared,len_weighted,var_div_duration,var_div_len
1101,0.0,1.0,CADC0894,5,235,48,0.2188495633333333,0.0513007863534433,0.2264967689691032,-1.3170351158093188,0.5534952183653996,1,1,1,2,5,0.001448359720018,0.0007611797318201,1175,240,0.0002183012185252,0.0010687663823634
1103,0.0,1.0,CADC0894,5,250,51,0.2518327,0.0589132881339305,0.2427205968473433,-1.5512038211010328,0.390218780676739,1,1,1,3,4,0.0016312104325182,0.0013545825276421,1250,255,0.0002356531525357,0.00115516251243
1106,0.0,1.0,CADC0894,5,285,58,0.293870161724138,0.0898934510437554,0.2998223658164204,-1.4944291894821502,0.4203713464141894,1,1,1,2,16,0.0013968602318967,0.0001596636746403,1425,290,0.0003154156176973,0.0015498870869613
1107,1.0,1.0,CADC0894,5,435,88,0.4392512988636364,0.107308252549828,0.3275793835848466,-1.6980839078701928,-0.3320659989231767,1,1,1,2,18,0.002110077400591,0.0005099748749047,2175,440,0.0002466856380455,0.0012194119607935
1108,0.0,1.0,CADC0894,5,225,46,0.1242570195652174,0.0275740940156054,0.166054491103389,-0.7958643899542257,0.9318635834101866,1,1,1,3,7,0.0010759517204435,0.0004051859601795,1125,230,0.0001225515289582,0.0005994368264262
1109,0.0,1.0,CADC0894,5,210,43,0.1226738697674418,0.0239736162173858,0.154834157140425,-1.0526647995041711,0.7783493272318244,1,1,1,1,7,0.000908479911078,0.0001850220768819,1050,215,0.0001141600772256,0.0005575259585438
1110,0.0,1.0,CADC0894,5,185,38,0.1237801752631579,0.0217613049575772,0.1475171344541956,-1.371130041247458,0.5884232230373078,1,1,1,2,5,0.0014341812166235,0.0016080713337646,925,190,0.0001176286754463,0.0005726659199362
1111,0.0,1.0,CADC0894,5,215,44,0.1063501522727272,0.020833792620605,0.1443391583064175,-0.6350325819213443,1.0204535203067358,1,1,1,3,6,0.0010644245323166,0.0005823606815823,1075,220,9.690136102607e-05,0.0004734952868319
1119,0.0,1.0,CADC0894,5,240,49,0.1598501081632652,0.0401017974028591,0.2002543317954923,-1.1244708865196789,0.7460524655307917,1,1,1,2,5,0.0012851599748841,0.0006730174336982,1200,245,0.0001670908225119,0.0008184040286297
1121,0.0,1.0,CADC0894,5,215,44,0.1765342497727272,0.0405258727357322,0.2013103890407353,-1.3523027584377736,0.5755867247738757,1,1,1,1,6,0.0013677170186441,0.0003955916109409,1075,220,0.0001884924313289,0.0009210425621757
1128,0.0,1.0,CADC0894,5,205,42,0.1718659642857142,0.0416766603528287,0.2041486231960154,-0.9751469036472752,0.7895014360094207,1,1,1,1,9,0.0014836610032069,0.000134987867745,1025,210,0.0002033007822089,0.0009923014369721
1129,0.0,1.0,CADC0894,5,215,44,0.2418588977272727,0.0628675026004102,0.2507339279004942,-1.453169242687934,0.4351124165486443,1,1,1,3,6,0.0017972622135865,0.0005501787662933,1075,220,0.0002924069888391,0.001428806877282
1130,0.0,1.0,CADC0894,5,225,46,0.2142123456521739,0.0540797261238042,0.2325504808075102,-1.3405351747324084,0.5311303267054102,1,1,1,2,6,0.0014106744808475,0.0002161913104086,1125,230,0.000240354338328,0.0011756462200827
1131,0.0,1.0,CADC0894,5,205,42,0.2107124464285714,0.0476008933810399,0.2181762896857491,-1.5143489393283474,0.4197090099629351,1,1,1,1,7,0.0014599030874011,0.000184119733811,1025,210,0.0002321994799075,0.0011333546043104
1134,1.0,1.0,CADC0894,5,220,21,0.0285457028571428,0.0027802306256092,0.0527278922924982,6.36860453909374,2.8087235736316587,1,1,1,1,2,0.0033779692030725,0.0076860028319158,16100,105,1.2637411934587713e-05,0.0001323919345528
1135,0.0,1.0,CADC0894,5,195,40,0.2029238739999999,0.0398910943857419,0.1997275503923831,-1.3879555304324078,0.4915048786897114,1,1,1,4,8,0.0014744581993674,0.0003986245118968,975,200,0.0002045697147986,0.0009972773596435
1136,0.0,1.0,CADC0894,5,205,42,0.2086640042857142,0.0443382477824824,0.2105664925444751,-1.3706109486867657,0.5188543089012573,1,1,1,3,7,0.0014510187760295,0.0003615618025055,1025,210,0.0002162841355243,0.0010556725662495
1137,0.0,1.0,CADC0894,5,215,44,0.2273274654545454,0.0490941547458239,0.2215720080376218,-1.427021604863266,0.4370234988485548,1,1,1,1,9,0.0013167420879953,0.0001923590114785,1075,220,0.0002283449057945,0.0011157762442232
1138,0.0,1.0,CADC0894,5,215,44,0.2548784047727273,0.0581011146310935,0.2410417279872793,-1.5479481958771972,0.3676301367048711,1,1,1,4,12,0.0015589722969875,0.0002437861976856,1075,220,0.0002702377424702,0.0013204798779793
1139,0.0,1.0,CADC0894,5,225,46,0.2796552180434782,0.0704052426683561,0.2653398625694152,-1.4352681759395485,0.3517694642655073,1,1,1,2,5,0.0016997328182291,0.0004337372591533,1125,230,0.0003129121896371,0.0015305487536599
1142,0.0,1.0,CADC0894,5,225,46,0.2930981734782608,0.0749032767672541,0.273684630126089,-1.4824678026084197,0.3313514309806169,1,1,1,3,7,0.0017592562878328,0.0003964719580459,1125,230,0.0003329034522989,0.0016283321036359
1143,0.0,1.0,CADC0894,5,220,45,0.2717618844444444,0.0731494852417835,0.2704616150986744,-1.487269601297868,0.3782150255405814,1,1,1,3,4,0.0020079703152804,0.0008690995101497,1100,225,0.0003324976601899,0.001625544116484
1146,0.0,1.0,CADC0894,5,205,42,0.2298076757142857,0.0559401507881876,0.2365167029792771,-1.3866767194337035,0.4603706220310977,1,1,1,2,4,0.0018088637719881,0.0007268753179504,1025,210,0.0002728787843326,0.0013319083520997
1147,0.0,1.0,CADC0894,5,220,45,0.2162670511111111,0.0529750856568362,0.2301631718082548,-1.3849572633879816,0.4985929230925803,1,1,1,2,8,0.0013881062638227,0.0001652177565093,1100,225,0.0002407958438947,0.0011772241257074
1148,0.0,1.0,CADC0894,5,225,46,0.2209572882608695,0.0552133413479726,0.2349751930480591,-1.4597882603752592,0.4714169022878874,1,1,1,1,10,0.0014220076752913,0.0001544250869224,1125,230,0.0002453926282132,0.0012002900293037
1149,0.0,1.0,CADC0894,5,240,49,0.3319349655102041,0.1680938173986113,0.4099924601728809,-1.0648133427309296,0.7589704516518769,1,1,1,1,8,0.0045286232504212,0.0003984546395612,1200,245,0.0007003909058275,0.0034304860693594
1150,0.0,1.0,CADC0894,5,265,54,0.378057962962963,0.2394401943382209,0.4893262657350624,-0.8200214203417562,0.8693407469739924,1,1,1,1,4,0.0061721572135471,0.0014102484212307,1325,270,0.000903547903163,0.00443407767293
1151,0.0,1.0,CADC0894,5,240,49,0.3552066020408164,0.2077407711882638,0.4557858830506534,-0.8541982618280426,0.8631890190109527,1,1,1,1,2,0.0058919897457229,0.0004113452806046,1200,245,0.0008655865466177,0.0042396075752706
1152,1.0,1.0,CADC0894,5,320,65,0.4541684613846155,0.1881480129579487,0.433760317408069,-1.8588134788229729,0.1254413191886094,1,1,1,2,3,0.0042276400468654,0.0008685887829187,1600,325,0.0005879625404935,0.0028945848147376
1153,0.0,1.0,CADC0894,5,215,44,0.2549064340909091,0.1144038702502254,0.3382364117747015,-1.0007254736784716,0.8309298439342435,1,1,1,1,3,0.0048000331089074,0.0015800153461633,1075,220,0.0005321110244196,0.0026000879602323
1154,0.0,1.0,CADC0894,5,200,41,0.2548970243902439,0.1185440856234384,0.3443023171915031,-0.9034945841171012,0.8771982713353376,1,1,1,1,3,0.0057857977027999,0.0018248263028717,1000,205,0.0005927204281171,0.0028913191615472
1155,0.0,1.0,CADC0894,5,215,44,0.2284386968181818,0.1069560144029434,0.3270413038179481,-0.5748468141665657,1.03691545012979,1,1,1,1,2,0.0046381465193191,0.0005597730334061,1075,220,0.0004974698344322,0.0024308185091578
1157,0.0,1.0,CADC0894,5,200,41,0.2451616658536585,0.098893877308808,0.3144739692070046,-1.0254237235266463,0.8114717890239227,1,1,1,1,7,0.004057129256264,0.0004595145258825,1000,205,0.000494469386544,0.0024120457880197
1159,0.0,1.0,CADC0894,5,190,39,0.2679335046153846,0.1130102325811946,0.3361699459814851,-1.0139278964001828,0.7942815975456751,1,1,1,1,2,0.004894841238718,0.000522371186436,950,195,0.0005947906977957,0.0028976982713126
1160,0.0,1.0,CADC0894,5,230,47,0.2256087138297872,0.103211992144625,0.3212662324998148,-0.5497859235054348,1.0480229763794515,1,1,1,1,3,0.0041595043682142,0.0008794581886045,1150,235,0.0004487477919331,0.0021959998328643
1161,0.0,1.0,CADC0894,5,195,40,0.277833734,0.1050796342705981,0.3241598899780757,-1.1073730104424735,0.7372257293475085,1,1,1,1,2,0.0044082595727991,0.0007222614205399,975,200,0.0005388699193364,0.0026269908567649
1162,0.0,1.0,CADC0894,5,235,48,0.248648635,0.0942122776521769,0.3069401857889854,-0.7806617544978467,0.947211739428416,1,1,1,2,3,0.0039080797446464,0.0017763310852918,1175,240,0.0004009033091581,0.0019627557844203
1163,1.0,1.0,CADC0894,5,225,23,0.058783464347826,0.0017047618719236,0.0412887620536583,-1.676428010653943,-0.0404633188625185,1,1,1,1,1,0.0004021197422514,0.0007213289377808,14925,115,7.576719430771626e-06,7.41200813879833e-05
1164,0.0,1.0,CADC0894,5,200,41,0.3197443021951219,0.1036171565316648,0.321896189060487,-1.0251352502263444,0.7498698733713326,1,1,1,1,5,0.0046652457768052,0.0009048363396295,1000,205,0.0005180857826583,0.0025272477202845
1165,0.0,1.0,CADC0894,5,210,43,0.3079936972093023,0.1053690908532156,0.3246060548622217,-0.8120965278186154,0.8630135212754183,1,1,1,1,5,0.0042580390822353,0.0004661691516158,1050,215,0.0005017575754915,0.0024504439733305
1167,0.0,1.0,CADC0894,5,230,47,0.2233631938297872,0.0802844917467529,0.2833451812661598,-0.6215524200700342,1.01623499573158,1,1,1,1,5,0.0030338645543846,0.0003333730623725,1150,235,0.0003490630075945,0.0017081806754628
1171,0.0,1.0,CADC0873,5,775,156,-1.4977944224358971e-05,2.7684092701316905e-10,1.663853740606935e-05,-1.451591239317861,0.1705019394125655,1,1,1,40,48,6.85480128946394e-13,6.628469553734424e-13,3875,780,3.572140993718311e-13,1.774621327007494e-12
1173,0.0,1.0,CADC0873,5,495,100,4.28058668e-06,4.66443042078764e-10,2.1597292471019696e-05,-1.407867945843621,0.1476467888156948,1,1,1,20,34,2.186677572844977e-12,7.91717729876564e-13,2475,500,9.42309175916695e-13,4.66443042078764e-12
1179,0.0,1.0,CADC0873,5,615,124,7.808766379032256e-06,2.43858580351483e-10,1.5615971963073034e-05,-1.4291123166956614,0.2537273358961037,1,1,1,35,42,8.878429920555894e-13,7.415288075329442e-13,3075,620,3.9651801683167984e-13,1.966601454447444e-12
1180,0.0,1.0,CADC0873,5,600,121,8.891236694214877e-07,3.6714548407584277e-10,1.9161040787907186e-05,-1.4362106492130058,0.1270339549691564,1,1,1,36,40,1.257607015610022e-12,7.16262241097676e-13,3000,605,6.119091401264047e-13,3.034260198973908e-12
1181,0.0,1.0,CADC0873,5,530,107,4.377031121495327e-06,8.021137809115049e-10,2.8321613317597303e-05,-1.3362806432018086,0.0561059223506037,1,1,1,19,33,2.6644375178947186e-12,7.721233946957461e-13,2650,535,1.5134222281349149e-12,7.496390475808457e-12
1185,0.0,1.0,CADC0873,5,465,94,-2.073752792978724e-05,2.76611990319224e-10,1.663165627107607e-05,-1.2724178438826792,-0.1286152097177212,1,1,1,24,29,1.3669049355970417e-12,9.041786087455828e-13,2361,470,5.948644953101592e-13,2.9426807480768517e-12
1186,1.0,1.0,CADC0873,5,835,160,5.522882461687501e-07,4.16842960146881e-10,2.04167323572329e-05,-1.023088408250943,0.3349471162028714,2,2,1,2,3,4.926661705356364e-11,1.431265498473457e-10,5975,800,4.992131259244084e-13,2.6052685009180067e-12
1187,0.0,1.0,CADC0873,5,500,101,1.353925053960396e-05,1.9618387881041743e-10,1.4006565560851006e-05,-1.3967328680885132,0.0047107458427755,1,1,1,28,33,9.174530776807254e-13,6.58101091202029e-13,2500,505,3.923677576208349e-13,1.9424146416873016e-12
1188,0.0,1.0,CADC0873,5,725,146,-1.0065025890410943e-07,4.714716522416361e-10,2.1713397989297677e-05,-1.1615266081080389,-0.2311894441571073,1,1,1,35,48,7.599421524277867e-13,4.3471196212774383e-13,3625,730,6.503057272298431e-13,3.2292578920660017e-12
1191,0.0,1.0,CADC0873,5,400,81,-7.543322086419753e-06,6.934569419526643e-10,2.633357062672406e-05,-1.4654707828333875,0.0826458925803019,1,1,1,15,26,4.367555060005213e-12,8.348994786904216e-13,2000,405,1.733642354881661e-12,8.561196814230423e-12
1192,1.0,1.0,CADC0873,5,456,92,-2.436841717391304e-06,3.248474464715481e-10,1.802352480708333e-05,-0.7937499091808826,0.0148371308138016,1,1,1,4,12,4.817813928108371e-12,3.5959111826264696e-12,2286,460,7.123847510340969e-13,3.530950505125524e-12
1193,0.0,1.0,CADC0873,5,310,63,3.6311094920634927e-06,5.816882978982863e-10,2.4118215064516822e-05,-1.4067721665600754,0.0341698031702652,1,1,1,10,20,6.411670268271057e-12,1.219976960654056e-12,1550,315,1.876413864188021e-12,9.233147585687088e-12
1195,0.0,1.0,CADC0873,5,266,54,1.2352353148148144e-06,2.2306566808076242e-10,1.49353830911953e-05,-1.3529593307072183,-0.0594054475413641,1,1,1,10,18,3.227871339440499e-12,7.27272925041015e-13,1336,270,8.385927371457236e-13,4.130845705199304e-12
1196,0.0,1.0,CADC0873,5,281,57,-6.719469719298246e-06,2.534836296755511e-10,1.592116923079304e-05,-1.441404472554171,0.0631407962504086,1,1,1,11,19,3.3670705991402654e-12,9.052947565509028e-13,1425,285,9.020769739343456e-13,4.4470812223780895e-12
1200,0.0,1.0,CADC0873,5,240,49,3.75364263877551e-06,2.5442679394551896e-10,1.5950761547509856e-05,-1.0746854016806031,-0.4137340826586285,1,1,1,5,16,3.2388729966109805e-12,4.676647082058885e-13,1200,245,1.0601116414396625e-12,5.1923835499085495e-12
1202,1.0,1.0,CADC0873,5,310,53,-7.918431171698112e-06,7.605351265616691e-10,2.757780133661255e-05,-0.8727120589418691,0.3781797931699778,2,1,1,2,3,2.8026152570563867e-10,7.792734385863372e-10,4300,265,2.453339117940868e-12,1.4349719369088091e-11
1207,1.0,1.0,CADC0873,5,230,47,-4.583778085106382e-06,5.151779737447049e-10,2.269753232720916e-05,-1.292439740235496,-0.02645300674072,2,1,1,1,1,4.346159683933233e-11,7.310031778099357e-11,1150,235,2.23990423367263e-12,1.096123348392989e-11
1208,0.0,1.0,CADC0873,5,220,45,-3.6802022222222205e-07,4.2811879022006867e-10,2.0691031637404372e-05,-1.4882542379858033,-0.1095380277660695,1,1,1,4,17,8.794479451030992e-12,8.849607215346688e-13,1100,225,1.9459945010003122e-12,9.513750893779305e-12
1210,0.0,1.0,CADC0873,5,265,54,1.3518090740740737e-06,8.023523300713864e-10,2.8325824437629108e-05,-1.4147948269397732,0.0049969737010733,1,1,1,6,17,1.1744465209461232e-11,1.5693580802976326e-12,1325,270,3.0277446417788167e-12,1.4858376482803452e-11
1211,0.0,1.0,CADC0873,5,250,51,-9.551849411764707e-07,2.5473245102425636e-10,1.5960339940748642e-05,-1.2598928503859177,-0.1747200086103276,1,1,1,8,16,4.10967762679928e-12,1.2181504696229941e-12,1250,255,1.0189298040970256e-12,4.994753941652087e-12
1212,0.0,1.0,CADC0873,5,240,49,-1.2202560204081633e-06,1.4022389780802955e-10,1.1841617195638e-05,-1.4217907388641926,-0.1376080464335136,1,1,1,11,16,2.5568930195489587e-12,6.658902175232012e-13,1200,245,5.842662408667899e-13,2.861712200163869e-12
1213,1.0,1.0,CADC0873,5,192,30,-3.0813996666666667e-06,1.3621306314937654e-10,1.1671035221837717e-05,-1.001771248694541,0.122915380600928,2,1,1,2,4,4.063657245602996e-11,7.725926456209438e-11,3222,150,7.094430372363364e-13,4.540435438312553e-12
1214,0.0,1.0,CADC0873,5,190,39,1.1971897307692308e-06,2.1279966335931472e-10,1.4587654484505545e-05,-1.501930045908895,0.014196186493278,1,1,1,7,13,6.112233527023889e-12,1.4318399066901237e-12,950,195,1.1199982282069197e-12,5.4564016245978135e-12
1216,0.0,1.0,CADC0873,5,221,45,-1.583977244444444e-06,5.019947241059472e-10,2.2405238764760963e-05,-1.485036598869908,0.0107510514651059,1,1,1,4,15,1.0383809051884446e-11,1.3763203368616372e-12,1125,225,2.271469339845916e-12,1.1155438313465496e-11
1217,0.0,1.0,CADC0873,5,241,49,1.3620856122448975e-06,7.244838719055546e-10,2.6916238071200718e-05,-1.502685994525282,0.0854768871282625,1,1,1,4,14,1.2682680085571873e-11,1.7564558513510353e-12,1229,245,3.006157144836327e-12,1.4785385140929688e-11
1219,0.0,1.0,CADC0873,5,215,44,-2.0670441477272727e-06,2.525543963033148e-10,1.5891960115206517e-05,-0.8816526192440333,-0.6303577361966589,1,1,1,9,15,3.562264435311971e-12,2.017909609224359e-12,1091,220,1.174671610713092e-12,5.739872643257154e-12
1220,0.0,1.0,CADC0873,5,225,46,2.6227284782608697e-06,3.970985861523216e-10,1.992733264017845e-05,-1.3231264289401166,-0.1054787488204476,1,1,1,7,16,7.45216082517778e-12,1.2406773928772744e-12,1145,230,1.7648826051214293e-12,8.632577959833078e-12
1222,0.0,1.0,CADC0873,5,234,48,-1.8193134791666664e-06,6.82593914559164e-10,2.612649832180279e-05,-1.5157511290612662,0.0660765899837946,1,1,1,5,16,1.2474570281911809e-11,1.48853419823859e-12,1186,240,2.9170680109365986e-12,1.422070655331592e-11
1224,0.0,1.0,CADC0873,5,176,36,-2.963938177777778e-06,1.6090757014173191e-10,1.2684934770889912e-05,-1.407680885076986,0.0194953379787342,1,1,1,5,10,5.32335063260027e-12,1.083934707829896e-12,886,180,9.14247557623477e-13,4.46965472615922e-12
1225,0.0,1.0,CADC0873,5,190,39,4.483487179487182e-07,2.6284915223879055e-10,1.6212623237428008e-05,-1.4387248270899704,0.0851918673370093,1,1,1,4,12,7.334818245234347e-12,1.352110347392403e-12,950,195,1.383416590730477e-12,6.739721852276682e-12
1226,0.0,1.0,CADC0873,5,175,36,-4.130150277777778e-06,2.7368992367876937e-10,1.6543576508082206e-05,-1.1347567924891202,-0.284453688230814,1,1,1,4,11,8.077078405034287e-12,1.3068508803121108e-12,875,180,1.5639424210215396e-12,7.602497879965817e-12
1227,0.0,1.0,CADC0873,5,215,44,-1.6904924999999998e-06,8.392014933286643e-10,2.896897466823195e-05,-1.4715424808093898,0.0217412109983411,1,1,1,4,13,1.7716205579906654e-11,1.504235897070522e-12,1075,220,3.903262759668206e-12,1.9072761212015098e-11
1228,0.0,1.0,CADC0873,5,220,45,-1.5860454000000003e-06,1.064600167738303e-09,3.262821122492471e-05,-1.481975544107864,-0.0020161310648043,1,1,1,6,15,2.162202840015524e-11,2.233309925836084e-12,1100,225,4.839091671537741e-12,2.3657781505295624e-11
1229,0.0,1.0,CADC0873,5,250,51,1.1799474313725492e-06,8.307731004703248e-10,2.882313481338081e-05,-1.2386375899463982,-0.1281545708379351,1,1,1,8,17,1.274980514532284e-11,1.7157195211007752e-12,1250,255,3.3230924018813e-12,1.6289668636673038e-11
1231,0.0,1.0,CADC0873,5,235,48,2.464412708333333e-07,1.1904725461705055e-10,1.0910877811480182e-05,-1.0621483964786915,-0.3305844812794678,1,1,1,11,15,1.9634726376662336e-12,7.642805510565411e-13,1175,240,5.065840622002154e-13,2.4801511378552207e-12
1232,0.0,1.0,CADC0873,5,241,49,-8.209797142857142e-07,1.7644678121787055e-10,1.3283327189295254e-05,-1.4248098654438237,-0.0718223552082807,1,1,1,7,16,3.21598474308816e-12,1.0387606683714448e-12,1211,245,7.321443204061018e-13,3.600954718732052e-12
1234,0.0,1.0,CADC0873,5,212,43,-9.066485581395348e-07,1.319769007026213e-10,1.14881199812076e-05,-1.516452572728595,-0.0631608718702567,1,1,1,11,14,3.2566751979580585e-12,1.0797216375146129e-12,1084,215,6.225325504840628e-13,3.0692302488981696e-12
1235,1.0,1.0,CADC0873,5,210,19,-1.037596542105263e-05,2.9835868298674236e-11,5.462221919573961e-06,-0.1345869316644763,0.7478438990712275,1,1,0,1,1,8.014047450639888e-12,1.2971191393351824e-11,16050,95,1.4207556332702021e-13,1.5703088578249601e-12
1236,0.0,1.0,CADC0873,5,170,35,-3.085101057142857e-06,5.86260898132516e-11,7.656767582554115e-06,-1.4357010471344067,0.029088833053837,1,1,1,6,10,2.33180855707417e-12,9.902889640189993e-13,850,175,3.448593518426565e-13,1.6750311375214742e-12
1237,0.0,1.0,CADC0873,5,217,44,1.387771136363636e-06,3.0391349346214194e-10,1.743311485254835e-05,-1.2766863973336935,-0.1258796683349023,1,1,1,5,11,6.4347745027838834e-12,9.176552746251701e-13,1097,220,1.4005230113462762e-12,6.907124851412317e-12
1239,0.0,1.0,CADC0873,5,225,46,-5.134359326086955e-06,1.8385141818930868e-10,1.3559182061957453e-05,-1.4789278265583252,-0.0036995605497429,1,1,1,7,15,3.686431786162958e-12,5.756622705587313e-13,1125,230,8.171174141747055e-13,3.996769960637146e-12
1241,0.0,1.0,CADC0873,5,240,49,-2.343987326530612e-06,7.716594820678988e-10,2.777875954876133e-05,-1.483837210594646,0.0459979390043531,1,1,1,2,15,1.3194090165030764e-11,1.1116588308365097e-12,1200,245,3.2152478419495786e-12,1.5748152695263238e-11
1243,0.0,1.0,CADC0873,5,150,31,-2.3720408096774197e-06,9.692409906675675e-11,9.845003761642592e-06,-0.7383670186410702,-0.6943789080289621,1,1,1,6,9,2.736355083763223e-12,7.536796570866037e-13,750,155,6.461606604450451e-13,3.1265838408631213e-12
1245,0.0,1.0,CADC0873,5,200,41,1.4202753658536588e-07,5.759233404674095e-10,2.399840287326241e-05,-1.5064752567231996,0.0192012356043721,1,1,1,4,14,1.4338677714373547e-11,1.6345424132055198e-12,1000,205,2.8796167023370477e-12,1.4046910743107548e-11
1246,0.0,1.0,CADC0873,5,215,44,-1.101507545454545e-06,8.765090031207233e-10,2.9605894736027207e-05,-1.4450146559038213,-0.021549735010087,1,1,1,4,14,1.8292200460842523e-11,1.708311672622523e-12,1075,220,4.0767860610266195e-12,1.9920659161834623e-11
1247,0.0,1.0,CADC0873,5,230,47,-3.111809468085106e-06,8.554399409669787e-10,2.924790489876119e-05,-1.470098597811938,-0.0195362313491923,1,1,1,4,18,1.606413522626734e-11,1.973685189732221e-12,1150,235,3.719304091160777e-12,1.820084980780806e-11
1248,0.0,1.0,CADC0873,5,270,55,-3.141662727272722e-07,8.14310050569041e-10,2.853611835146892e-05,-1.4827598988938804,0.0529480358387663,1,1,1,3,20,1.1304732487090703e-11,1.3667787352829278e-12,1350,275,3.015963150255708e-12,1.4805637283073475e-11
1250,0.0,1.0,CADC0873,5,225,46,-7.626578043478271e-07,3.4048446352235866e-10,1.8452221099974896e-05,-1.2083524721355778,-0.2108403811307441,1,1,1,8,16,6.271046103916489e-12,9.622093284387728e-13,1125,230,1.5132642823215945e-12,7.401836163529537e-12
1251,0.0,1.0,CADC0873,5,245,50,-2.3223878820000003e-06,4.934675091384975e-10,2.221412859282348e-05,-1.4899302619622274,0.0201306465265184,1,1,1,5,15,8.27667099206686e-12,1.3067493307467594e-12,1225,250,2.0141530985244807e-12,9.869350182769953e-12
1252,0.0,1.0,CADC0873,5,265,54,1.2761622222222226e-06,7.09484680294884e-10,2.663615363176305e-05,-1.473740689969644,0.0641780218393331,1,1,1,7,16,1.0171075864161269e-11,1.511327307899998e-12,1325,270,2.677300680358053e-12,1.3138605190646e-11
1254,0.0,1.0,CADC0873,5,290,59,-7.905577288135593e-07,2.470849059660999e-10,1.5718934632032156e-05,-1.3594490792868776,-0.0391068687512043,1,1,1,15,18,2.853081780239648e-12,8.716532903226689e-13,1450,295,8.520169171244823e-13,4.187879762137286e-12
1255,0.0,1.0,CADC0873,5,230,47,-6.69916810212766e-06,2.59488945418501e-10,1.610866057183219e-05,-0.7142111332659273,-0.6446980726320892,1,1,1,9,17,3.868320903799666e-12,1.2672432956324686e-12,1150,235,1.1282128061673957e-12,5.521041391883e-12
1256,0.0,1.0,CADC0873,5,245,50,2.4627120000000017e-07,9.110517116796785e-10,3.0183633175608243e-05,-1.5040574535349926,0.028028608166366,1,1,1,3,14,1.501620648529146e-11,8.995915283993057e-13,1225,250,3.718578415019096e-12,1.8221034233593568e-11
1258,0.0,1.0,CADC0873,5,205,42,3.021025428571429e-06,4.0313938387881775e-10,2.0078331202538167e-05,-0.7779494085122289,-0.561486957143853,1,1,1,5,13,7.872057102052401e-12,1.2874245264456005e-12,1025,210,1.966533579896672e-12,9.598556759019469e-12
1261,0.0,1.0,CADC0873,5,202,41,-3.913729880487805e-06,4.0191767906679965e-10,2.0047884653169763e-05,-1.0030676441102269,-0.4514442250290481,1,1,1,3,13,7.62213225504181e-12,7.26787076360385e-13,1038,205,1.989691480528712e-12,9.802870221141456e-12
1264,0.0,1.0,CADC0873,5,195,40,-2.6569397275000003e-06,1.1002528813119002e-10,1.048929397677413e-05,-0.5688770038512643,-0.7922105156817004,1,1,1,10,15,1.987240487733368e-12,6.56440350832171e-13,975,200,5.642322468266155e-13,2.7506322032797506e-12
1265,0.0,1.0,CADC0873,5,235,48,1.4205576458333337e-06,4.79688856902246e-10,2.190180031189779e-05,-1.4199950532020085,-0.0705252951309502,1,1,1,2,14,8.540726344948639e-12,6.205203890419342e-13,1175,240,2.04122917830743e-12,9.993517852130128e-12
1266,1.0,1.0,CADC0873,5,430,63,-1.2289274873015874e-05,3.164940983246597e-10,1.7790281007467523e-05,-0.834704270477288,0.564550787074075,1,1,1,1,1,8.045180807676636e-12,9.378545714464552e-12,17150,315,7.360327868015343e-13,5.02371584642317e-12
1271,0.0,1.0,CADC0873,5,240,49,-2.1687474897959178e-06,3.1664901387743256e-10,1.779463441258158e-05,-1.4684488956824886,0.0138945576557835,1,1,1,9,15,5.531328517247708e-12,9.12491096625382e-13,1200,245,1.319370891155969e-12,6.462224773008828e-12
1274,0.0,1.0,CADC0873,5,240,49,4.312911183673469e-06,2.8843859700512167e-10,1.698348012055014e-05,-1.4899629164682575,0.0515867217472285,1,1,1,5,15,5.092407721991243e-12,7.638011560827104e-13,1200,245,1.2018274875213406e-12,5.886501979696362e-12
1275,0.0,1.0,CADC0873,5,220,45,-4.863193735555556e-06,2.9096631518087235e-10,1.705773476112442e-05,-1.2248062344612172,-0.2441022878017513,1,1,1,8,14,5.221130120217229e-12,1.061625495543832e-12,1100,225,1.3225741599130565e-12,6.465918115130498e-12
1277,0.0,1.0,CADC0873,5,250,51,5.171530196078431e-07,2.750657932948136e-10,1.658510757561776e-05,-1.4572109314627648,-0.0695432680963281,1,1,1,10,18,4.57702475103424e-12,1.2013685468721629e-12,1250,255,1.1002631731792545e-12,5.393446927349286e-12
1279,0.0,1.0,CADC0873,5,215,44,7.294468181818182e-07,1.6014150804393244e-10,1.265470300101636e-05,-1.2786487400607096,-0.1562726990291018,1,1,1,10,14,3.3346404851612945e-12,1.1957926191633474e-12,1075,220,7.448442234601509e-13,3.639579728271192e-12
1280,0.0,1.0,CADC0873,5,225,46,2.569651521739128e-07,5.74594146604301e-10,2.3970693494438185e-05,-1.4412480388761355,0.0015786263019065,1,1,1,6,13,1.1051867636104647e-11,2.0028387670352775e-12,1125,230,2.5537517626857827e-12,1.2491177100093503e-11
1283,0.0,1.0,CADC0873,5,230,47,-3.070800617021276e-06,2.2823792723024948e-10,1.5107545374092029e-05,-1.445297083536546,-0.0366588533093429,1,1,1,10,16,4.4550331873228784e-12,1.0699546337037866e-12,1150,235,9.92338814044563e-13,4.856126111281904e-12
