segment,anomaly,train,channel,sampling,duration,len,mean,var,std,kurtosis,skew,n_peaks,smooth10_n_peaks,smooth20_n_peaks,diff_peaks,diff2_peaks,diff_var,diff2_var,gaps_squared,len_weighted,var_div_duration,var_div_len
1155,0,1,CADC0894,5,215,44,0.2284386968181818,0.10695601440294343,0.3270413038179481,-0.5748468141665657,1.0369154501297901,1,1,1,1,2,0.004638146519319107,0.0005597730334061142,1075,220,0.000497469834432295,0.0024308185091578053
1156,0,0,CADC0894,5,205,42,0.2322993407142857,0.1009791093715229,0.31777210288432006,-0.8117921945419551,0.9270579210440055,1,1,1,1,4,0.004499012628888591,0.0007217096227664146,1025,210,0.0004925810213245019,0.0024042645088457834
1157,0,1,CADC0894,5,200,41,0.24516166585365856,0.09889387730880808,0.3144739692070046,-1.0254237235266463,0.8114717890239227,1,1,1,1,7,0.004057129256264,0.0004595145258825638,1000,205,0.0004944693865440404,0.002412045788019709
1158,0,0,CADC0894,5,225,46,0.22882569043478262,0.10149080322929911,0.3185762125917425,-0.7082596695592289,0.9794201520761318,1,1,1,1,4,0.003842851424523769,0.00042972797463192744,1125,230,0.0004510702365746627,0.0022063218093325895
1159,0,1,CADC0894,5,190,39,0.2679335046153846,0.11301023258119464,0.33616994598148514,-1.0139278964001828,0.7942815975456751,1,1,1,1,2,0.0048948412387180215,0.0005223711864360648,950,195,0.0005947906977957613,0.002897698271312683
1160,0,1,CADC0894,5,230,47,0.22560871382978723,0.10321199214462508,0.32126623249981484,-0.5497859235054348,1.0480229763794517,1,1,1,1,3,0.004159504368214206,0.000879458188604515,1150,235,0.0004487477919331525,0.0021959998328643635
1161,0,1,CADC0894,5,195,40,0.277833734,0.10507963427059819,0.32415988997807577,-1.1073730104424737,0.7372257293475085,1,1,1,1,2,0.004408259572799181,0.0007222614205399574,975,200,0.0005388699193364009,0.0026269908567649546
1162,0,1,CADC0894,5,235,48,0.248648635,0.09421227765217692,0.30694018578898546,-0.7806617544978467,0.9472117394284161,1,1,1,2,3,0.003908079744646402,0.0017763310852918646,1175,240,0.00040090330915819967,0.0019627557844203525
1163,1,1,CADC0894,5,225,23,0.058783464347826095,0.001704761871923616,0.04128876205365833,-1.6764280106539433,-0.040463318862518596,1,1,1,1,1,0.0004021197422514784,0.0007213289377808125,14925,115,7.576719430771626e-06,7.41200813879833e-05
1164,0,1,CADC0894,5,200,41,0.31974430219512195,0.10361715653166484,0.32189618906048706,-1.0251352502263444,0.7498698733713326,1,1,1,1,5,0.004665245776805228,0.0009048363396295117,1000,205,0.0005180857826583242,0.002527247720284508
1165,0,1,CADC0894,5,210,43,0.3079936972093023,0.10536909085321568,0.3246060548622217,-0.8120965278186154,0.8630135212754183,1,1,1,1,5,0.0042580390822353,0.0004661691516158634,1050,215,0.0005017575754915032,0.002450443973330597
1166,0,0,CADC0894,5,200,41,0.28719952146341465,0.09787049378571284,0.3128426022550523,-0.9961783333108709,0.7795692445404092,1,1,1,1,5,0.0039645049034948135,0.0004652601511762351,1000,205,0.0004893524689285642,0.002387085214285679
1167,0,1,CADC0894,5,230,47,0.2233631938297872,0.08028449174675296,0.2833451812661598,-0.6215524200700342,1.01623499573158,1,1,1,1,5,0.003033864554384625,0.0003333730623725912,1150,235,0.0003490630075945781,0.001708180675462829
1168,0,0,CADC0894,5,215,44,0.2136711827272727,0.07713572697923424,0.2777331938736064,-0.8100082080738122,0.9268728301841808,1,1,1,1,7,0.0030068108866081137,0.00035514820250210087,1075,220,0.000358770823159229,0.0017530847040735055
1169,0,1,CADC0894,5,235,48,0.17388051812500002,0.06619709452288798,0.25728796031467926,-0.4484799828174677,1.1078817109846746,1,1,1,1,5,0.002612910971458217,0.00031878250013719564,1175,240,0.0002816897639271829,0.0013791061358934995
1170,0,0,CADC0894,5,205,42,0.19196836857142857,0.0706265728759042,0.265756604576263,-0.8052094659750324,0.9385077793737404,1,1,1,1,3,0.0033493574799249954,0.0008765826126163603,1025,210,0.00034451986768733756,0.0016815850684739095
1171,0,1,CADC0873,5,775,156,-1.4977944224358971e-05,2.7684092701316905e-10,1.663853740606935e-05,-1.451591239317861,0.17050193941256556,1,1,1,40,48,6.85480128946394e-13,6.628469553734424e-13,3875,780,3.5721409937183104e-13,1.774621327007494e-12
1172,0,1,CADC0873,5,525,106,4.837359070754717e-06,2.2151384129042402e-10,1.4883341066118993e-05,-1.472772931547792,0.21421867443098117,1,1,1,29,33,1.0758399315159706e-12,8.30480999260085e-13,2625,530,4.2193112626747435e-13,2.0897532197209813e-12
1173,0,1,CADC0873,5,495,100,4.28058668e-06,4.66443042078764e-10,2.1597292471019696e-05,-1.407867945843621,0.14764678881569485,1,1,1,20,34,2.186677572844977e-12,7.91717729876564e-13,2475,500,9.42309175916695e-13,4.66443042078764e-12
1174,0,1,CADC0873,5,525,106,-5.220210990566038e-06,5.530914399005239e-10,2.3517896162295724e-05,-1.3949687298837923,0.18284929887908294,1,1,1,19,33,2.1971856884172453e-12,7.404402572533508e-13,2625,530,1.0535075045724264e-12,5.2178437726464515e-12
1175,0,1,CADC0873,5,620,125,-1.3272363110399998e-05,3.728525672238841e-10,1.9309390648694332e-05,-1.3785802705507588,0.24497549592625842,1,1,1,29,40,1.1819689723830878e-12,6.24833336707645e-13,3100,625,6.013751084256195e-13,2.9828205377910726e-12
1176,0,0,CADC0873,5,515,104,2.6676479711538464e-05,2.1459011552317974e-10,1.4648894686056683e-05,-1.16718388400274,-0.21316024876158535,1,1,1,25,30,8.261627297785086e-13,7.120211177682811e-13,2575,520,4.166798359673393e-13,2.06336649541519e-12
1177,0,0,CADC0873,5,505,102,2.5871992450980396e-05,9.97434205182773e-11,9.987162786210972e-06,-1.179389956539014,-0.20527819263107644,1,1,1,27,34,4.81455229862151e-13,5.305745306217906e-13,2525,510,1.975117237985689e-13,9.778766717478166e-13
1178,0,1,CADC0873,5,670,135,1.4095842966148148e-05,1.402933053179783e-10,1.1844547493170785e-05,-0.9646031500191876,-0.4542929625355592,1,1,1,42,46,4.2070098799436676e-13,6.643559862827435e-13,3350,675,2.0939299301190793e-13,1.0392096690220616e-12
1179,0,1,CADC0873,5,615,124,7.808766379032256e-06,2.4385858035148306e-10,1.5615971963073034e-05,-1.4291123166956614,0.2537273358961037,1,1,1,35,42,8.878429920555893e-13,7.415288075329442e-13,3075,620,3.965180168316798e-13,1.966601454447444e-12
1180,0,1,CADC0873,5,600,121,8.891236694214877e-07,3.671454840758428e-10,1.9161040787907186e-05,-1.4362106492130058,0.12703395496915643,1,1,1,36,40,1.257607015610022e-12,7.16262241097676e-13,3000,605,6.119091401264047e-13,3.0342601989739076e-12
1181,0,1,CADC0873,5,530,107,4.377031121495327e-06,8.021137809115049e-10,2.8321613317597303e-05,-1.3362806432018086,0.056105922350603715,1,1,1,19,33,2.6644375178947186e-12,7.721233946957461e-13,2650,535,1.5134222281349149e-12,7.496390475808457e-12
1182,0,0,CADC0873,5,615,124,-1.4806638927419354e-05,2.953053027349731e-10,1.718444944520985e-05,-1.375998854666451,0.021566301722102176,1,1,1,37,39,9.418430707650771e-13,7.757546437580771e-13,3075,620,4.801712239593059e-13,2.3814943768949442e-12
1183,1,0,CADC0873,5,484,73,-3.483687068493151e-06,4.1366680665369624e-10,2.0338800521508054e-05,-1.1187194084150298,-0.35383412503137524,2,1,1,1,6,1.7154743485767584e-11,3.158558577629212e-11,17928,365,8.546834848216865e-13,5.666668584297209e-12
1184,0,0,CADC0873,5,432,87,-1.7754537586206897e-05,5.593950657638383e-11,7.479271794525442e-06,-0.33414814876163623,-0.7107633780122471,1,1,1,25,29,5.486589178550567e-13,8.011322910038748e-13,2200,435,1.2948959855644405e-13,6.429828342113084e-13
1185,0,1,CADC0873,5,465,94,-2.0737527929787236e-05,2.76611990319224e-10,1.663165627107607e-05,-1.2724178438826792,-0.12861520971772125,1,1,1,24,29,1.3669049355970417e-12,9.041786087455827e-13,2361,470,5.948644953101592e-13,2.9426807480768513e-12
1186,1,1,CADC0873,5,835,160,5.522882461687501e-07,4.16842960146881e-10,2.04167323572329e-05,-1.023088408250943,0.3349471162028714,2,2,1,2,3,4.9266617053563635e-11,1.431265498473457e-10,5975,800,4.992131259244084e-13,2.6052685009180063e-12
1187,0,1,CADC0873,5,500,101,1.353925053960396e-05,1.9618387881041745e-10,1.4006565560851006e-05,-1.3967328680885132,0.00471074584277551,1,1,1,28,33,9.174530776807254e-13,6.58101091202029e-13,2500,505,3.923677576208349e-13,1.9424146416873016e-12
1188,0,1,CADC0873,5,725,146,-1.0065025890410942e-07,4.714716522416362e-10,2.1713397989297673e-05,-1.1615266081080389,-0.23118944415710735,1,1,1,35,48,7.599421524277867e-13,4.347119621277438e-13,3625,730,6.503057272298431e-13,3.2292578920660017e-12
1189,1,0,CADC0873,5,870,175,1.7082065914285715e-05,9.821752556425152e-11,9.910475546826777e-06,-0.5491065799633299,-0.4288631144022721,19,5,2,20,21,6.582765186853374e-11,1.9545278953215688e-10,4350,875,1.1289370754511669e-13,5.612430032242944e-13
1190,0,0,CADC0873,5,460,93,-1.0013619688172044e-06,9.423433992441678e-10,3.069761227268609e-05,-1.471300480643183,0.11102179333415992,1,1,1,6,9,5.461243886769675e-12,3.3757103623635735e-12,2300,465,2.0485726070525386e-12,1.0132724723055568e-11
1191,0,1,CADC0873,5,400,81,-7.543322086419753e-06,6.934569419526643e-10,2.633357062672406e-05,-1.4654707828333877,0.08264589258030197,1,1,1,15,26,4.367555060005213e-12,8.348994786904215e-13,2000,405,1.7336423548816607e-12,8.561196814230423e-12
1192,1,1,CADC0873,5,456,92,-2.436841717391304e-06,3.2484744647154817e-10,1.802352480708333e-05,-0.7937499091808826,0.014837130813801624,1,1,1,4,12,4.817813928108371e-12,3.5959111826264696e-12,2286,460,7.123847510340969e-13,3.5309505051255236e-12
1193,0,1,CADC0873,5,310,63,3.6311094920634927e-06,5.816882978982864e-10,2.4118215064516826e-05,-1.4067721665600754,0.03416980317026528,1,1,1,10,20,6.411670268271057e-12,1.219976960654056e-12,1550,315,1.8764138641880207e-12,9.233147585687087e-12
1194,0,0,CADC0873,5,285,58,-1.943617735172414e-06,4.16769327232272e-10,2.0414929028342762e-05,-1.4636675726816089,-0.05058119297953429,1,1,1,5,16,5.195671324103369e-12,5.003933031902537e-13,1425,290,1.462348516604463e-12,7.185678055728827e-12
1195,0,1,CADC0873,5,266,54,1.2352353148148144e-06,2.2306566808076244e-10,1.4935383091195299e-05,-1.3529593307072183,-0.059405447541364134,1,1,1,10,18,3.227871339440499e-12,7.272729250410149e-13,1336,270,8.385927371457235e-13,4.130845705199304e-12
1196,0,1,CADC0873,5,281,57,-6.719469719298246e-06,2.534836296755511e-10,1.592116923079304e-05,-1.441404472554171,0.06314079625040865,1,1,1,11,19,3.3670705991402654e-12,9.052947565509029e-13,1425,285,9.020769739343455e-13,4.4470812223780895e-12
1197,0,1,CADC0873,5,264,54,8.327526037037036e-06,3.640970256658789e-10,1.9081326622273382e-05,-0.9858128546471501,-0.432506483798871,1,1,1,9,18,3.849851445130579e-12,8.830555603287551e-13,1336,270,1.3791554002495413e-12,6.74253751233109e-12
1198,0,0,CADC0873,5,275,56,2.178075892857143e-06,3.6502337833198844e-10,1.910558500365766e-05,-1.512847529381968,0.025465924192981583,1,1,1,7,17,4.925640042197356e-12,8.107648995698221e-13,1397,280,1.327357739389049e-12,6.5182746130712224e-12
1199,0,1,CADC0873,5,242,49,-6.41503795918367e-07,1.4206516220508738e-10,1.1919109119606523e-05,-0.9218420598064299,-0.5016231535208191,1,1,1,11,16,1.947993054303832e-12,6.087309811360215e-13,1232,245,5.870461248144106e-13,2.89928902459362e-12
1200,0,1,CADC0873,5,240,49,3.75364263877551e-06,2.5442679394551896e-10,1.5950761547509856e-05,-1.0746854016806031,-0.41373408265862854,1,1,1,5,16,3.2388729966109805e-12,4.676647082058885e-13,1200,245,1.0601116414396623e-12,5.19238354990855e-12
1201,0,0,CADC0873,5,271,55,-2.912630701818182e-06,4.4563267095183543e-10,2.1110013523250888e-05,-1.3939949033842987,-0.07995522594281015,1,1,1,5,18,5.959266138474404e-12,6.652705125306556e-13,1361,275,1.644400999822271e-12,8.10241219912428e-12
1202,1,1,CADC0873,5,310,53,-7.918431171698112e-06,7.60535126561669e-10,2.757780133661255e-05,-0.8727120589418691,0.3781797931699778,2,1,1,2,3,2.802615257056387e-10,7.792734385863373e-10,4300,265,2.4533391179408677e-12,1.4349719369088093e-11
1203,0,0,CADC0873,5,265,54,-1.0560448518518518e-06,3.4841665216679495e-10,1.8665922215813367e-05,-1.4713468861408598,-0.03664158232125029,1,1,1,11,16,5.067343673796193e-12,9.499121227272358e-13,1343,270,1.3147798194973394e-12,6.4521602253110175e-12
1204,1,0,CADC0873,5,331,67,-8.703128059701491e-07,2.7751291909766676e-10,1.6658719011306564e-05,-1.1996198830082938,0.2087001352542775,9,2,2,10,12,1.757667335152816e-10,4.858439282742614e-10,1663,335,8.384076105669691e-13,4.141983867129355e-12
1205,0,0,CADC0873,5,205,42,-9.089827666666666e-06,1.0639995072441345e-10,1.0315035178050216e-05,-1.4943245071041487,-0.029958689511647214,1,1,1,8,11,2.706320843532791e-12,8.435183744905001e-13,1025,210,5.190241498751875e-13,2.533332160105082e-12
1206,0,0,CADC0873,5,240,49,3.4143774081632653e-06,6.573441222709763e-10,2.563872310141393e-05,-1.3574123986357995,-0.13498092169916925,1,1,1,4,14,1.1251747594153118e-11,1.7290722156450422e-12,1200,245,2.7389338427957344e-12,1.3415186168795434e-11
1207,1,1,CADC0873,5,230,47,-4.583778085106382e-06,5.151779737447049e-10,2.269753232720916e-05,-1.292439740235496,-0.02645300674072004,2,1,1,1,1,4.346159683933233e-11,7.310031778099357e-11,1150,235,2.23990423367263e-12,1.096123348392989e-11
1208,0,1,CADC0873,5,220,45,-3.6802022222222195e-07,4.281187902200687e-10,2.0691031637404375e-05,-1.4882542379858033,-0.1095380277660695,1,1,1,4,17,8.794479451030992e-12,8.849607215346688e-13,1100,225,1.9459945010003122e-12,9.513750893779305e-12
1209,0,1,CADC0873,5,210,43,-2.7475639069767437e-06,3.59086310769168e-10,1.894957283869924e-05,-1.5006111254888799,0.010109090445550622,1,1,1,5,15,8.289831088412108e-12,1.0986689373696385e-12,1050,215,1.7099348131865144e-12,8.35084443649228e-12
1210,0,1,CADC0873,5,265,54,1.3518090740740737e-06,8.023523300713864e-10,2.8325824437629108e-05,-1.4147948269397732,0.004996973701073395,1,1,1,6,17,1.1744465209461231e-11,1.5693580802976326e-12,1325,270,3.0277446417788163e-12,1.4858376482803452e-11
1211,0,1,CADC0873,5,250,51,-9.551849411764707e-07,2.547324510242564e-10,1.5960339940748642e-05,-1.2598928503859175,-0.17472000861032763,1,1,1,8,16,4.10967762679928e-12,1.2181504696229941e-12,1250,255,1.0189298040970256e-12,4.9947539416520865e-12
1212,0,1,CADC0873,5,240,49,-1.2202560204081633e-06,1.4022389780802957e-10,1.1841617195638e-05,-1.4217907388641926,-0.13760804643351363,1,1,1,11,16,2.5568930195489583e-12,6.658902175232012e-13,1200,245,5.842662408667899e-13,2.861712200163869e-12
1213,1,1,CADC0873,5,192,30,-3.0813996666666667e-06,1.3621306314937657e-10,1.1671035221837717e-05,-1.001771248694541,0.12291538060092808,2,1,1,2,4,4.063657245602996e-11,7.725926456209438e-11,3222,150,7.094430372363363e-13,4.5404354383125525e-12
1214,0,1,CADC0873,5,190,39,1.1971897307692308e-06,2.1279966335931472e-10,1.4587654484505545e-05,-1.5019300459088947,0.01419618649327809,1,1,1,7,13,6.1122335270238885e-12,1.4318399066901235e-12,950,195,1.1199982282069195e-12,5.4564016245978135e-12
1215,0,0,CADC0873,5,216,44,-7.125040909090907e-07,3.757375583598106e-10,1.9383951051315894e-05,-1.3113772816868619,-0.12793131283166306,1,1,1,5,15,7.869665548043482e-12,1.4582486610149652e-12,1086,220,1.7395257331472711e-12,8.539489962722968e-12
1216,0,1,CADC0873,5,221,45,-1.583977244444444e-06,5.019947241059473e-10,2.2405238764760963e-05,-1.485036598869908,0.010751051465105918,1,1,1,4,15,1.0383809051884446e-11,1.3763203368616372e-12,1125,225,2.2714693398459156e-12,1.1155438313465496e-11
1217,0,1,CADC0873,5,241,49,1.3620856122448977e-06,7.244838719055547e-10,2.6916238071200714e-05,-1.502685994525282,0.08547688712826257,1,1,1,4,14,1.2682680085571873e-11,1.7564558513510353e-12,1229,245,3.006157144836327e-12,1.4785385140929688e-11
1218,0,1,CADC0873,5,211,43,-2.374942465116279e-06,2.8345670834566545e-10,1.683617261570056e-05,-0.7528953058415517,-0.7107135649219842,1,1,1,6,14,3.77956097850295e-12,1.1550389819965106e-12,1077,215,1.3433967220173717e-12,6.592016473155011e-12
1219,0,1,CADC0873,5,215,44,-2.0670441477272727e-06,2.525543963033148e-10,1.5891960115206517e-05,-0.8816526192440333,-0.6303577361966589,1,1,1,9,15,3.562264435311971e-12,2.017909609224359e-12,1091,220,1.174671610713092e-12,5.739872643257154e-12
1220,0,1,CADC0873,5,225,46,2.6227284782608697e-06,3.970985861523216e-10,1.9927332640178454e-05,-1.3231264289401166,-0.10547874882044762,1,1,1,7,16,7.45216082517778e-12,1.2406773928772744e-12,1145,230,1.7648826051214293e-12,8.632577959833078e-12
1221,0,0,CADC0873,5,200,41,-7.527350585365852e-06,1.7507996923872456e-10,1.3231778763217157e-05,-0.8924160996987571,-0.4232949447517669,1,1,1,5,12,4.14803691391775e-12,8.970301545566071e-13,1016,205,8.753998461936228e-13,4.2702431521640135e-12
1222,0,1,CADC0873,5,234,48,-1.8193134791666666e-06,6.825939145591641e-10,2.612649832180279e-05,-1.5157511290612662,0.06607658998379465,1,1,1,5,16,1.247457028191181e-11,1.4885341982385899e-12,1186,240,2.9170680109365986e-12,1.422070655331592e-11
1223,0,0,CADC0873,5,201,41,-1.11217456097561e-06,4.946695266847121e-10,2.2241167385834586e-05,-1.479203038285031,-0.06516721516363362,1,1,1,5,13,1.252382089483095e-11,1.721430436228879e-12,1015,205,2.4610424213169755e-12,1.2065110406944197e-11
1224,0,1,CADC0873,5,176,36,-2.963938177777778e-06,1.6090757014173191e-10,1.2684934770889912e-05,-1.407680885076986,0.01949533797873426,1,1,1,5,10,5.32335063260027e-12,1.083934707829896e-12,886,180,9.142475576234767e-13,4.46965472615922e-12
1225,0,1,CADC0873,5,190,39,4.483487179487182e-07,2.628491522387906e-10,1.6212623237428008e-05,-1.4387248270899704,0.08519186733700936,1,1,1,4,12,7.334818245234347e-12,1.352110347392403e-12,950,195,1.383416590730477e-12,6.739721852276682e-12
1226,0,1,CADC0873,5,175,36,-4.130150277777778e-06,2.736899236787694e-10,1.6543576508082206e-05,-1.1347567924891202,-0.284453688230814,1,1,1,4,11,8.077078405034287e-12,1.3068508803121108e-12,875,180,1.5639424210215396e-12,7.602497879965817e-12
1227,0,1,CADC0873,5,215,44,-1.6904924999999998e-06,8.392014933286644e-10,2.896897466823195e-05,-1.4715424808093898,0.02174121099834113,1,1,1,4,13,1.7716205579906654e-11,1.504235897070522e-12,1075,220,3.903262759668206e-12,1.90727612120151e-11
1228,0,1,CADC0873,5,220,45,-1.5860454000000005e-06,1.064600167738303e-09,3.262821122492471e-05,-1.481975544107864,-0.002016131064804301,1,1,1,6,15,2.1622028400155242e-11,2.233309925836084e-12,1100,225,4.839091671537741e-12,2.3657781505295624e-11
1229,0,1,CADC0873,5,250,51,1.1799474313725492e-06,8.307731004703249e-10,2.882313481338081e-05,-1.2386375899463982,-0.1281545708379351,1,1,1,8,17,1.274980514532284e-11,1.7157195211007752e-12,1250,255,3.3230924018813e-12,1.6289668636673038e-11
1230,0,1,CADC0873,5,225,46,-7.482004739130435e-06,1.0252541876243645e-10,1.0125483631038887e-05,-1.4602973899825724,0.018748892410823195,1,1,1,8,15,2.237880884809462e-12,7.426537915705623e-13,1125,230,4.556685278330509e-13,2.228813451357314e-12
1231,0,1,CADC0873,5,235,48,2.464412708333333e-07,1.1904725461705057e-10,1.0910877811480182e-05,-1.0621483964786917,-0.3305844812794678,1,1,1,11,15,1.9634726376662336e-12,7.642805510565411e-13,1175,240,5.065840622002153e-13,2.4801511378552203e-12
1232,0,1,CADC0873,5,241,49,-8.209797142857142e-07,1.7644678121787055e-10,1.3283327189295254e-05,-1.4248098654438237,-0.07182235520828073,1,1,1,7,16,3.2159847430881597e-12,1.0387606683714448e-12,1211,245,7.321443204061018e-13,3.600954718732052e-12
1233,0,0,CADC0873,5,232,47,3.914519148936171e-07,1.6536329612653017e-10,1.2859366085718617e-05,-1.5073383696187932,-0.026846959534650636,1,1,1,7,15,3.222384190609557e-12,5.434416066076247e-13,1172,235,7.127728281315956e-13,3.5183680026921313e-12
1234,0,1,CADC0873,5,212,43,-9.066485581395348e-07,1.319769007026213e-10,1.1488119981207599e-05,-1.516452572728595,-0.06316087187025676,1,1,1,11,14,3.2566751979580585e-12,1.0797216375146127e-12,1084,215,6.225325504840627e-13,3.0692302488981696e-12
1235,1,1,CADC0873,5,210,19,-1.037596542105263e-05,2.983586829867424e-11,5.462221919573961e-06,-0.13458693166447633,0.7478438990712275,1,1,0,1,1,8.014047450639888e-12,1.2971191393351824e-11,16050,95,1.4207556332702021e-13,1.5703088578249601e-12
1236,0,1,CADC0873,5,170,35,-3.085101057142857e-06,5.86260898132516e-11,7.656767582554115e-06,-1.4357010471344067,0.029088833053837002,1,1,1,6,10,2.33180855707417e-12,9.902889640189993e-13,850,175,3.4485935184265643e-13,1.6750311375214742e-12
1237,0,1,CADC0873,5,217,44,1.387771136363636e-06,3.0391349346214194e-10,1.743311485254835e-05,-1.2766863973336935,-0.12587966833490236,1,1,1,5,11,6.4347745027838834e-12,9.176552746251701e-13,1097,220,1.4005230113462762e-12,6.907124851412317e-12
1238,0,1,CADC0873,5,245,50,2.6473120099999998e-06,6.043532551031833e-10,2.4583597277517855e-05,-1.4539604437469769,0.05135004019535738,1,1,1,6,17,1.0013816656007301e-11,1.2714675438381547e-12,1225,250,2.4667479800129934e-12,1.2087065102063666e-11
1239,0,1,CADC0873,5,225,46,-5.134359326086955e-06,1.838514181893087e-10,1.3559182061957451e-05,-1.4789278265583252,-0.003699560549742932,1,1,1,7,15,3.686431786162958e-12,5.756622705587312e-13,1125,230,8.171174141747054e-13,3.996769960637146e-12
1240,0,0,CADC0873,5,265,54,1.8636311481481477e-06,2.7933035373242707e-10,1.6713179043270824e-05,-1.5042142663778466,0.08466333305192664,1,1,1,6,17,4.0322107251913964e-12,3.8753560733144355e-13,1325,270,1.0540768065374607e-12,5.172784328378279e-12
1241,0,1,CADC0873,5,240,49,-2.343987326530612e-06,7.716594820678988e-10,2.777875954876133e-05,-1.483837210594646,0.04599793900435313,1,1,1,2,15,1.3194090165030763e-11,1.1116588308365097e-12,1200,245,3.2152478419495782e-12,1.574815269526324e-11
1242,0,0,CADC0873,5,215,44,-2.181645852272727e-06,6.157670863573773e-10,2.4814654669315415e-05,-1.4850743066247203,-0.007273837653439802,1,1,1,5,14,1.3308242299432634e-11,1.5375486756003826e-12,1075,220,2.864032959801755e-12,1.3994706508122212e-11
1243,0,1,CADC0873,5,150,31,-2.3720408096774193e-06,9.692409906675677e-11,9.845003761642592e-06,-0.7383670186410702,-0.6943789080289621,1,1,1,6,9,2.736355083763223e-12,7.536796570866037e-13,750,155,6.461606604450451e-13,3.1265838408631213e-12
1244,0,1,CADC0873,5,185,38,6.549274210526309e-07,2.479550886133863e-10,1.5746589745509543e-05,-0.6751692041594599,-0.63457806584724,1,1,1,6,13,5.718659223527953e-12,1.6538712064033568e-12,925,190,1.3402977762885747e-12,6.525133910878587e-12
1245,0,1,CADC0873,5,200,41,1.4202753658536588e-07,5.759233404674095e-10,2.399840287326241e-05,-1.5064752567231996,0.019201235604372133,1,1,1,4,14,1.4338677714373547e-11,1.6345424132055198e-12,1000,205,2.8796167023370473e-12,1.4046910743107548e-11
1246,0,1,CADC0873,5,215,44,-1.101507545454545e-06,8.765090031207234e-10,2.9605894736027207e-05,-1.4450146559038213,-0.02154973501008705,1,1,1,4,14,1.8292200460842523e-11,1.7083116726225227e-12,1075,220,4.07678606102662e-12,1.9920659161834623e-11
1247,0,1,CADC0873,5,230,47,-3.111809468085106e-06,8.554399409669788e-10,2.924790489876119e-05,-1.4700985978119379,-0.019536231349192315,1,1,1,4,18,1.606413522626734e-11,1.9736851897322215e-12,1150,235,3.719304091160777e-12,1.820084980780806e-11
1248,0,1,CADC0873,5,270,55,-3.141662727272722e-07,8.143100505690411e-10,2.8536118351468917e-05,-1.4827598988938804,0.05294803583876633,1,1,1,3,20,1.1304732487090703e-11,1.3667787352829278e-12,1350,275,3.0159631502557077e-12,1.4805637283073475e-11
1249,0,1,CADC0873,5,222,45,9.192845999999997e-07,1.8209907638797858e-10,1.3494409078873316e-05,-1.5090056661675042,0.08387804461722909,1,1,1,4,15,3.9323511092170625e-12,8.038337831009097e-13,1122,225,8.202661098557593e-13,4.04664614195508e-12
1250,0,1,CADC0873,5,225,46,-7.626578043478271e-07,3.404844635223587e-10,1.8452221099974896e-05,-1.2083524721355778,-0.2108403811307441,1,1,1,8,16,6.271046103916489e-12,9.622093284387728e-13,1125,230,1.5132642823215943e-12,7.401836163529537e-12
1251,0,1,CADC0873,5,245,50,-2.3223878820000003e-06,4.934675091384976e-10,2.2214128592823477e-05,-1.4899302619622274,0.020130646526518466,1,1,1,5,15,8.27667099206686e-12,1.3067493307467594e-12,1225,250,2.0141530985244803e-12,9.869350182769953e-12
1252,0,1,CADC0873,5,265,54,1.2761622222222226e-06,7.09484680294884e-10,2.663615363176305e-05,-1.473740689969644,0.06417802183933319,1,1,1,7,16,1.0171075864161269e-11,1.511327307899998e-12,1325,270,2.6773006803580526e-12,1.3138605190646e-11
1253,0,0,CADC0873,5,355,72,-1.3422570833333332e-06,4.953304923777096e-10,2.2256021485829617e-05,-1.3569324298300283,-0.04418690694262273,1,1,1,13,25,4.152020800785836e-12,8.050396450093882e-13,1775,360,1.395297161627351e-12,6.879590171912633e-12
1254,0,1,CADC0873,5,290,59,-7.905577288135593e-07,2.470849059660999e-10,1.5718934632032156e-05,-1.3594490792868776,-0.039106868751204324,1,1,1,15,18,2.8530817802396476e-12,8.716532903226689e-13,1450,295,8.520169171244823e-13,4.187879762137286e-12
1255,0,1,CADC0873,5,230,47,-6.69916810212766e-06,2.59488945418501e-10,1.610866057183219e-05,-0.7142111332659273,-0.6446980726320892,1,1,1,9,17,3.868320903799666e-12,1.2672432956324686e-12,1150,235,1.1282128061673957e-12,5.521041391883e-12
1256,0,1,CADC0873,5,245,50,2.4627120000000017e-07,9.110517116796786e-10,3.0183633175608243e-05,-1.5040574535349926,0.028028608166366,1,1,1,3,14,1.501620648529146e-11,8.995915283993056e-13,1225,250,3.718578415019096e-12,1.822103423359357e-11
1257,0,0,CADC0873,5,225,46,-1.520962847826087e-06,7.832014586313566e-10,2.7985736699814722e-05,-1.4934127243892878,0.007983149980011817,1,1,1,5,14,1.541309954128849e-11,1.4882709591208386e-12,1125,230,3.4808953716949183e-12,1.7026118665899056e-11
1258,0,1,CADC0873,5,205,42,3.021025428571429e-06,4.0313938387881775e-10,2.0078331202538167e-05,-0.7779494085122289,-0.561486957143853,1,1,1,5,13,7.872057102052401e-12,1.2874245264456003e-12,1025,210,1.966533579896672e-12,9.59855675901947e-12
1259,0,0,CADC0873,5,145,30,-7.758707966666666e-06,2.1643999062055235e-11,4.652311152755718e-06,-0.9620027665922275,-0.28607437810489245,1,1,0,7,9,8.999655548065851e-13,5.810679882569238e-13,725,150,1.4926895904865679e-13,7.214666354018412e-13
